,Geography,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,2.5,2.4,2.4,3.1,2.2,2.6,2.8,2.8,2.7,2.8,2.7,2.2,2.1,2.9,2.5,..,..,..,..,..,..,2.2,1.9,2.8,2.1,2.7,2.9,3.2,2.6,4.2,3.2,3.4,3.6,4.1,3.1,4,3.9,3.2,4.6,5.3,4.4,4.5,4.1,3.6,4.8,4.1,3,3,3.7,3.6,3.3,4.7,3.8,3.3,3.4,3.2,3,2.8,2.2,2.2,2.6,2.3,2.6,3,2.6,2.3,3,2.6,2.5,2.6,1.8,1.9
"Professional, scientific and technical services  [54]",,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"42,545","44,455","38,845","38,970","41,750","38,930","36,300","38,685","34,675","39,470","36,240","30,430","45,745","41,660","39,380",..,..,..,..,..,..,"39,540","37,055","36,465","46,290","50,000","47,075","53,785","48,660","52,720","56,625","61,925","64,250","67,210","65,300","63,720","71,960","67,060","69,050","77,115","71,445","72,450","67,105","62,745","62,680","66,410","51,930","53,005","53,845","51,725","50,990","47,750","49,265","46,890","41,280","42,300","40,450","47,050","41,735","32,895","48,360","43,930","41,415","43,385","39,435","35,290","36,695","39,795","39,090","41,100","38,030","30,805"
,Payroll employees 6 7,"962,160","947,540","948,865","953,980","956,435","968,040","981,585","985,810","987,965","984,085","986,565","989,465","998,930","985,400","983,145",..,..,..,..,..,..,"958,455","970,055","979,375","991,190","993,260","997,635","1,008,605","1,018,090","1,033,150","1,056,405","1,064,845","1,064,835","1,080,125","1,087,285","1,091,110","1,109,315","1,115,840","1,120,690","1,132,475","1,139,230","1,156,085","1,171,465","1,181,035","1,183,680","1,192,155","1,192,955","1,196,620","1,209,805","1,199,075","1,201,140","1,202,570","1,209,985","1,219,525","1,229,645","1,225,290","1,223,865","1,221,175","1,223,370","1,218,660","1,226,530","1,219,135","1,217,080","1,219,455","1,218,270","1,228,365","1,237,755","1,236,275","1,231,980","1,226,815","1,223,455","1,225,325"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,4.2,4.5,3.9,3.9,4.2,3.9,3.6,3.8,3.4,3.9,3.5,3,4.4,4.1,3.9,..,..,..,..,..,..,4,3.7,3.6,4.5,4.8,4.5,5.1,4.6,4.9,5.1,5.5,5.7,5.9,5.7,5.5,6.1,5.7,5.8,6.4,5.9,5.9,5.4,5,5,5.3,4.2,4.2,4.3,4.1,4.1,3.8,3.9,3.7,3.2,3.3,3.2,3.7,3.3,2.6,3.8,3.5,3.3,3.4,3.1,2.8,2.9,3.1,3.1,3.2,3,2.5
Management of companies and enterprises  [55],,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"2,520","2,370","2,120","2,870","1,405","1,350","2,715","2,200","1,850","2,390","1,950","2,095","2,200","2,150","2,415",..,..,..,..,..,..,"4,080","1,360","1,850","3,060","1,510","2,425","3,890","2,590","2,935","5,260","3,535","4,120","4,810","4,100","3,885","4,865","4,810","3,925","5,080","5,585","3,805","4,925","4,625","3,665","4,115","4,220","2,365","4,045","4,465","3,505","3,275","3,850","3,810","3,000","3,550","2,960","2,795","3,315","1,585","2,595","2,835","2,590","2,350","3,165","2,750","2,435","2,665","2,225","2,585","2,670","2,205"
,Payroll employees 6 7,"107,215","104,925","105,180","104,910","106,335","108,835","111,850","109,160","109,110","110,210","109,540","110,835","112,970","111,495","113,650",..,..,..,..,..,..,"112,250","117,825","114,810","115,885","115,755","115,695","114,985","115,360","114,890","119,110","120,370","121,955","120,860","122,690","120,910","122,640","122,000","123,830","125,060","123,070","121,000","123,210","124,795","119,865","118,895","124,895","122,795","123,925","125,270","124,955","123,440","126,515","125,675","127,410","127,260","124,300","124,225","122,410","119,870","122,095","121,095","117,125","118,470","123,180","123,605","121,970","122,600","119,785","119,505","119,650","119,825"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,2.3,2.2,2,2.7,1.3,1.2,2.4,2,1.7,2.1,1.8,1.9,1.9,1.9,2.1,..,..,..,..,..,..,3.5,1.1,1.6,2.6,1.3,2.1,3.3,2.2,2.5,4.2,2.9,3.3,3.8,3.2,3.1,3.8,3.8,3.1,3.9,4.3,3,3.8,3.6,3,3.3,3.3,1.9,3.2,3.4,2.7,2.6,3,2.9,2.3,2.7,2.3,2.2,2.6,1.3,2.1,2.3,2.2,1.9,2.5,2.2,2,2.1,1.8,2.1,2.2,1.8
"Administrative and support, waste management and remediation services  [56]",,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"37,975","42,100","39,895","49,250","49,950","33,800","37,450","42,585","35,800","43,970","35,730","25,780","36,220","38,605","42,770",..,..,..,..,..,..,"51,040","39,575","35,490","31,615","34,665","42,325","48,245","46,020","54,175","56,955","50,860","57,690","64,985","61,705","63,270","57,585","53,410","61,150","67,745","67,550","53,970","61,190","57,920","56,460","52,445","50,315","39,005","49,020","51,845","41,920","60,270","51,300","38,230","44,165","40,160","38,635","40,540","35,430","26,575","35,645","36,910","32,635","41,250","31,950","27,135","28,855","29,775","25,505","29,230","25,715","18,410"
,Payroll employees 6 7,"833,470","804,950","805,335","807,890","810,075","833,990","857,660","868,970","868,575","872,465","875,015","870,860","854,430","814,870","807,480",..,..,..,..,..,..,"781,675","792,715","788,410","788,575","759,995","749,135","752,470","778,655","792,385","813,290","824,690","817,145","817,545","818,560","818,475","817,670","786,105","790,435","792,805","808,235","824,390","848,125","849,415","849,750","855,570","848,265","850,860","845,655","811,675","810,275","813,710","818,985","835,255","857,845","853,610","849,355","861,945","846,090","845,210","842,000","803,910","795,630","805,035","808,890","829,540","835,790","836,990","833,410","841,600","831,265","824,965"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,4.4,5,4.7,5.7,5.8,3.9,4.2,4.7,4,4.8,3.9,2.9,4.1,4.5,5,..,..,..,..,..,..,6.1,4.8,4.3,3.9,4.4,5.3,6,5.6,6.4,6.5,5.8,6.6,7.4,7,7.2,6.6,6.4,7.2,7.9,7.7,6.1,6.7,6.4,6.2,5.8,5.6,4.4,5.5,6,4.9,6.9,5.9,4.4,4.9,4.5,4.4,4.5,4,3,4.1,4.4,3.9,4.9,3.8,3.2,3.3,3.4,3,3.4,3,2.2
Educational services  [61],,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"14,120","13,080","16,255","14,410","14,610","15,805","13,315","16,045","12,860","12,520","13,925","13,275","16,480","14,355","14,350",..,..,..,..,..,..,"17,515","13,225","14,595","15,980","14,200","16,140","16,445","16,655","18,830","18,325","17,210","21,725","20,775","17,390","22,375","24,690","18,145","26,425","22,995","21,430","25,325","23,510","19,675","22,050","23,355","21,135","27,490","23,740","20,265","27,525","24,615","21,230","25,790","23,645","20,855","22,910","23,780","19,355","23,915","23,025","17,210","27,175","22,675","18,410","25,380","21,555","18,505","20,690","20,810","17,140","21,040"
,Payroll employees 6 7,"1,428,400","1,378,895","1,429,115","1,443,125","1,456,650","1,403,575","1,387,425","1,099,895","947,895","1,317,300","1,451,615","1,466,920","1,469,180","1,410,065","1,464,910",..,..,..,..,..,..,"1,242,405","1,375,295","1,394,315","1,405,605","1,333,225","1,383,115","1,415,640","1,417,175","1,341,345","1,349,175","1,088,270","932,635","1,290,130","1,437,570","1,461,725","1,483,455","1,407,815","1,461,950","1,476,840","1,495,310","1,429,140","1,435,955","1,131,190","973,620","1,346,800","1,477,050","1,510,245","1,532,415","1,451,565","1,518,110","1,529,485","1,538,075","1,483,120","1,478,170","1,166,100","995,980","1,402,060","1,530,915","1,491,310","1,552,880","1,470,790","1,542,270","1,561,995","1,580,355","1,528,535","1,521,680","1,198,395","1,040,890","1,445,790","1,558,475","1,583,025"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,1,0.9,1.1,1,1,1.1,1,1.4,1.3,0.9,1,0.9,1.1,1,1,..,..,..,..,..,..,1.4,1,1,1.1,1.1,1.2,1.1,1.2,1.4,1.3,1.6,2.3,1.6,1.2,1.5,1.6,1.3,1.8,1.5,1.4,1.7,1.6,1.7,2.2,1.7,1.4,1.8,1.5,1.4,1.8,1.6,1.4,1.7,1.6,1.8,2.2,1.7,1.2,1.6,1.5,1.2,1.7,1.4,1.2,1.6,1.4,1.5,1.9,1.4,1.1,1.3
Health care and social assistance  [62],,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"58,330","61,330","69,625","67,135","76,245","67,495","64,750","66,785","72,165","62,470","70,605","62,085","71,495","74,955","72,945",..,..,..,..,..,..,"95,525","111,270","100,475","88,710","117,285","97,545","103,735","120,265","107,000","101,745","127,895","127,150","120,630","121,325","134,135","133,995","121,460","147,175","126,565","141,020","147,285","150,165","142,480","157,210","150,165","133,340","147,415","149,580","133,535","146,920","151,145","129,970","146,850","145,910","133,360","139,035","145,895","124,810","125,795","151,810","121,490","121,655","141,475","124,500","121,980","129,985","111,915","116,620","129,050","113,275","102,285"
,Payroll employees 6 7,"2,050,370","2,035,680","2,038,515","2,043,865","2,039,180","2,061,460","2,079,745","2,092,640","2,093,210","2,091,385","2,087,715","2,098,175","2,110,690","2,098,000","2,094,085",..,..,..,..,..,..,"2,058,695","2,063,915","2,087,735","2,105,670","2,088,660","2,100,060","2,111,655","2,138,935","2,145,555","2,167,855","2,186,795","2,188,045","2,176,375","2,169,745","2,185,970","2,200,115","2,179,275","2,209,360","2,202,825","2,205,355","2,223,315","2,233,675","2,232,480","2,247,525","2,236,650","2,224,900","2,256,670","2,259,435","2,240,015","2,255,030","2,251,905","2,250,150","2,289,530","2,312,035","2,310,295","2,329,040","2,328,645","2,323,975","2,340,285","2,356,370","2,330,210","2,339,850","2,351,985","2,350,700","2,387,010","2,391,025","2,403,835","2,421,495","2,411,670","2,405,165","2,429,980"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,2.8,2.9,3.3,3.2,3.6,3.2,3,3.1,3.3,2.9,3.3,2.9,3.3,3.4,3.4,..,..,..,..,..,..,4.4,5.1,4.6,4,5.3,4.4,4.7,5.3,4.8,4.5,5.5,5.5,5.3,5.3,5.8,5.7,5.3,6.2,5.4,6,6.2,6.3,6,6.5,6.3,5.7,6.1,6.2,5.6,6.1,6.3,5.5,6,5.9,5.5,5.6,5.9,5.1,5.1,6.1,5,4.9,5.7,5,4.9,5.2,4.4,4.6,5.1,4.5,4
"Arts, entertainment and recreation  [71]",,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"10,515","10,105","11,255","15,625","16,945","9,020","8,385","11,350","9,750","8,850","12,120","8,040","8,670","7,725","14,785",..,..,..,..,..,..,"3,635","8,165","7,695","4,065","4,885","9,565","17,060","13,615","16,900","11,985","17,105","16,470","13,665","20,310","14,455","9,935","14,765","16,515","21,960","21,450","19,710","13,700","18,225","16,950","15,465","15,950","15,775","10,190","12,775","14,395","20,090","20,150","14,065","9,415","13,500","11,190","11,500","11,925","7,750","7,045","10,390","12,965","14,755","10,815","9,190","6,345","9,960","9,630","7,270","8,155","6,265"
,Payroll employees 6 7,"285,420","281,945","283,135","288,195","291,925","318,970","339,860","357,485","348,905","335,970","316,385","293,630","291,880","286,305","287,700",..,..,..,..,..,..,"239,705","227,860","196,305","194,325","161,460","159,105","175,785","189,515","183,160","219,295","268,680","283,310","280,160","266,365","251,145","250,830","227,690","233,140","247,625","260,690","285,275","314,345","334,660","329,915","324,095","298,790","279,720","278,735","272,705","275,540","277,775","286,015","315,750","339,015","360,095","355,315","341,415","319,215","295,515","290,580","282,730","282,905","283,900","295,620","325,630","347,010","369,560","356,595","342,560","326,600","305,005"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,3.6,3.5,3.8,5.1,5.5,2.8,2.4,3.1,2.7,2.6,3.7,2.7,2.9,2.6,4.9,..,..,..,..,..,..,1.5,3.5,3.8,2,2.9,5.7,8.8,6.7,8.4,5.2,6,5.5,4.7,7.1,5.4,3.8,6.1,6.6,8.1,7.6,6.5,4.2,5.2,4.9,4.6,5.1,5.3,3.5,4.5,5,6.7,6.6,4.3,2.7,3.6,3.1,3.3,3.6,2.6,2.4,3.5,4.4,4.9,3.5,2.7,1.8,2.6,2.6,2.1,2.4,2
Accommodation and food services  [72],,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"56,515","54,090","59,665","74,230","82,765","75,825","74,285","78,415","77,600","67,265","64,140","52,965","57,300","60,565","66,815",..,..,..,..,..,..,"52,275","43,370","45,040","33,015","40,275","71,570","64,510","78,365","123,695","137,920","166,000","189,480","155,430","133,600","140,230","96,130","116,595","151,555","152,050","166,065","169,770","149,250","140,995","151,855","127,110","111,680","90,035","92,540","97,305","104,660","113,605","113,470","108,685","99,420","104,325","90,295","81,505","81,365","56,445","54,645","63,540","64,320","77,015","79,275","76,250","63,260","65,680","69,035","58,450","56,710","40,920"
,Payroll employees 6 7,"1,322,805","1,290,015","1,287,955","1,289,700","1,300,105","1,351,085","1,382,215","1,407,835","1,404,575","1,392,565","1,359,825","1,343,910","1,336,585","1,303,240","1,288,915",..,..,..,..,..,..,"1,050,330","1,032,685","957,130","924,830","844,870","856,190","900,375","921,860","891,185","1,012,285","1,122,660","1,167,030","1,191,115","1,179,645","1,162,020","1,165,570","1,063,435","1,080,470","1,141,250","1,191,595","1,237,220","1,302,510","1,329,935","1,316,745","1,328,940","1,294,215","1,270,350","1,274,195","1,240,415","1,237,595","1,250,060","1,269,980","1,305,465","1,362,385","1,376,850","1,354,850","1,356,420","1,328,595","1,286,795","1,281,520","1,255,790","1,234,580","1,251,400","1,265,990","1,304,895","1,343,850","1,365,605","1,355,680","1,342,035","1,307,615","1,290,795"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,4.1,4,4.4,5.4,6,5.3,5.1,5.3,5.2,4.6,4.5,3.8,4.1,4.4,4.9,..,..,..,..,..,..,4.7,4,4.5,3.4,4.6,7.7,6.7,7.8,12.2,12,12.9,14,11.5,10.2,10.8,7.6,9.9,12.3,11.8,12.2,12.1,10.3,9.6,10.3,8.7,7.9,6.6,6.8,7.3,7.8,8.3,8.2,7.7,6.8,7,6.2,5.7,5.8,4.2,4.1,4.8,5,5.8,5.9,5.5,4.5,4.6,4.8,4.2,4.2,3.1
Other services (except public administration)  [81] 9,,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"20,810","20,330","20,990","27,100","26,050","26,070","26,595","27,320","27,165","26,600","21,440","21,590","28,005","21,605","22,535",..,..,..,..,..,..,"20,405","21,245","14,750","17,170","22,205","25,795","28,085","26,855","30,035","31,145","35,270","39,905","42,280","36,375","34,980","34,480","34,455","38,710","43,320","43,280","47,190","42,510","40,445","42,580","36,515","34,040","29,345","35,210","32,950","36,165","37,545","38,210","38,605","34,150","32,695","34,570","31,550","28,290","24,875","29,335","27,310","28,565","31,960","30,340","24,455","22,725","28,070","30,920","22,020","22,400","19,625"
,Payroll employees 6 7,"559,475","544,310","542,730","548,425","548,410","557,555","566,590","569,495","562,480","562,995","560,790","560,580","561,775","544,695","542,610",..,..,..,..,..,..,"489,835","496,030","493,975","496,440","459,150","465,235","479,225","481,015","469,870","481,665","512,860","515,000","523,135","524,435","523,620","531,525","514,000","514,065","523,450","524,380","532,500","547,845","550,590","547,675","552,890","550,345","549,975","557,485","545,875","546,905","551,105","552,375","558,815","574,180","573,210","569,785","573,540","570,925","570,960","575,520","565,625","561,860","566,125","568,785","575,505","583,815","587,560","583,415","579,215","575,110","572,430"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,3.6,3.6,3.7,4.7,4.5,4.5,4.5,4.6,4.6,4.5,3.7,3.7,4.7,3.8,4,..,..,..,..,..,..,4,4.1,2.9,3.3,4.6,5.3,5.5,5.3,6,6.1,6.4,7.2,7.5,6.5,6.3,6.1,6.3,7,7.6,7.6,8.1,7.2,6.8,7.2,6.2,5.8,5.1,5.9,5.7,6.2,6.4,6.5,6.5,5.6,5.4,5.7,5.2,4.7,4.2,4.9,4.6,4.8,5.3,5.1,4.1,3.7,4.6,5,3.7,3.7,3.3
Public administration  [91] 10,,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancies 5,"6,200","10,110","12,110","10,465","9,825","8,850","6,450","7,645","9,230","7,995","9,355","8,210","8,170","10,915","13,675",..,..,..,..,..,..,"7,415","9,485","5,700","7,820","10,735","12,665","12,790","15,020","12,625","9,965","12,645","13,075","10,415","13,340","11,680","11,300","16,430","18,815","16,135","18,985","15,705","10,990","15,580","14,855","12,615","14,935","11,525","12,430","14,880","17,005","15,635","18,910","15,415","12,450","17,015","13,130","12,815","13,945","10,915","13,515","15,400","14,255","16,010","16,825","13,955","13,330","14,815","12,440","12,740","12,495","9,930"
,Payroll employees 6 7,"507,500","495,515","502,285","501,795","498,500","521,195","540,520","549,870","551,585","524,510","512,475","516,865","520,880","507,700","513,720",..,..,..,..,..,..,"494,480","485,630","482,215","493,825","466,220","467,120","472,940","472,160","490,970","515,590","525,665","531,635","522,185","505,595","515,390","523,125","499,790","510,435","516,170","504,005","530,175","544,940","551,975","549,360","534,545","526,940","533,950","532,230","527,080","532,460","529,235","531,885","552,500","569,040","583,035","582,340","568,910","553,785","551,630","563,060","549,265","557,955","553,925","553,975","563,500","580,765","601,055","605,020","585,340","574,575","573,460"
,,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Job vacancy rate 8,1.2,2,2.4,2,1.9,1.7,1.2,1.4,1.6,1.5,1.8,1.6,1.5,2.1,2.6,..,..,..,..,..,..,1.5,1.9,1.2,1.6,2.3,2.6,2.6,3.1,2.5,1.9,2.3,2.4,2,2.6,2.2,2.1,3.2,3.6,3,3.6,2.9,2,2.7,2.6,2.3,2.8,2.1,2.3,2.7,3.1,2.9,3.4,2.7,2.1,2.8,2.2,2.2,2.5,1.9,2.3,2.7,2.5,2.8,2.9,2.4,2.2,2.4,2,2.1,2.1,1.7
,"Geography","Canada",,,,
"North American Industry Classification System (NAICS) 4","Statistics","July 2025","August 2025","September 2025","October 2025","November 2025"
"Total, all industries 4",,"Number",,,,
,"Job vacancies 5","506,080","502,555","516,050","484,535","465,750"
,"Payroll employees 6 7","17,677,885","17,452,570","17,218,455","17,534,130","17,610,460"
,,"Percent",,,,
,"Job vacancy rate 8","2.8","2.8","2.9","2.7","2.6"
"Agriculture, forestry, fishing and hunting  [11]",,"Number",,,,
,"Job vacancies 5","7,045","7,010","9,310","8,220","6,090"
,"Payroll employees 6 7","269,830","278,060","276,770","273,265","265,765"
,,"Percent",,,,
,"Job vacancy rate 8","2.5","2.5","3.3","2.9","2.2"
"Mining, quarrying, and oil and gas extraction  [21]",,"Number",,,,
,"Job vacancies 5","4,110","4,075","3,175","5,505","4,645"
,"Payroll employees 6 7","221,235","214,495","226,035","221,560","213,160"
,,"Percent",,,,
,"Job vacancy rate 8","1.8","1.9","1.4","2.4","2.1"
"Utilities  [22]",,"Number",,,,
,"Job vacancies 5","1,800","F","1,810","1,820","1,655"
,"Payroll employees 6 7","136,875","135,535","137,505","138,365","136,885"
,,"Percent",,,,
,"Job vacancy rate 8","1.3","F","1.3","1.3","1.2"
"Construction  [23]",,"Number",,,,
,"Job vacancies 5","39,475","41,180","44,815","38,255","30,885"
,"Payroll employees 6 7","1,233,745","1,228,775","1,236,120","1,246,015","1,238,730"
,,"Percent",,,,
,"Job vacancy rate 8","3.1","3.2","3.5","3.0","2.4"
"Manufacturing  [31-33]",,"Number",,,,
,"Job vacancies 5","33,610","36,035","36,620","35,480","31,755"
,"Payroll employees 6 7","1,560,455","1,570,965","1,550,640","1,536,360","1,542,905"
,,"Percent",,,,
,"Job vacancy rate 8","2.1","2.2","2.3","2.3","2.0"
"Wholesale trade  [41]",,"Number",,,,
,"Job vacancies 5","18,780","23,345","21,215","17,320","21,535"
,"Payroll employees 6 7","824,875","825,240","822,000","815,685","813,500"
,,"Percent",,,,
,"Job vacancy rate 8","2.2","2.8","2.5","2.1","2.6"
"Retail trade  [44-45]",,"Number",,,,
,"Job vacancies 5","57,295","51,715","53,875","52,375","50,830"
,"Payroll employees 6 7","1,996,700","2,004,190","1,976,015","1,981,000","1,996,135"
,,"Percent",,,,
,"Job vacancy rate 8","2.8","2.5","2.7","2.6","2.5"
"Transportation and warehousing  [48-49]",,"Number",,,,
,"Job vacancies 5","29,300","23,640","20,950","24,720","29,595"
,"Payroll employees 6 7","866,765","853,650","847,545","861,825","870,625"
,,"Percent",,,,
,"Job vacancy rate 8","3.3","2.7","2.4","2.8","3.3"
"Information and cultural industries  [51]",,"Number",,,,
,"Job vacancies 5","8,570","6,640","7,780","6,665","5,255"
,"Payroll employees 6 7","351,620","353,625","349,790","348,755","354,635"
,,"Percent",,,,
,"Job vacancy rate 8","2.4","1.8","2.2","1.9","1.5"
"Finance and insurance  [52]",,"Number",,,,
,"Job vacancies 5","16,665","19,640","17,235","14,580","22,810"
,"Payroll employees 6 7","854,545","860,030","858,645","862,030","863,745"
,,"Percent",,,,
,"Job vacancy rate 8","1.9","2.2","2.0","1.7","2.6"
"Real estate and rental and leasing  [53]",,"Number",,,,
,"Job vacancies 5","8,015","6,510","8,835","6,375","5,750"
,"Payroll employees 6 7","299,105","301,530","300,895","295,785","294,410"
,,"Percent",,,,
,"Job vacancy rate 8","2.6","2.1","2.9","2.1","1.9"
"Professional, scientific and technical services  [54]",,"Number",,,,
,"Job vacancies 5","35,730","36,180","35,970","38,360","37,120"
,"Payroll employees 6 7","1,242,140","1,244,795","1,235,305","1,221,805","1,225,835"
,,"Percent",,,,
,"Job vacancy rate 8","2.8","2.8","2.8","3.0","2.9"
"Management of companies and enterprises  [55]",,"Number",,,,
,"Job vacancies 5","1,720","1,840","2,185","2,245","1,550"
,"Payroll employees 6 7","118,835","119,700","118,665","117,640","117,650"
,,"Percent",,,,
,"Job vacancy rate 8","1.4","1.5","1.8","1.9","1.3"
"Administrative and support, waste management and remediation services  [56]",,"Number",,,,
,"Job vacancies 5","26,880","25,690","25,275","22,650","21,135"
,"Payroll employees 6 7","839,430","837,445","837,820","845,325","825,990"
,,"Percent",,,,
,"Job vacancy rate 8","3.1","3.0","2.9","2.6","2.5"
"Educational services  [61]",,"Number",,,,
,"Job vacancies 5","19,010","13,700","15,975","16,415","14,030"
,"Payroll employees 6 7","1,519,465","1,209,280","1,048,150","1,425,845","1,548,480"
,,"Percent",,,,
,"Job vacancy rate 8","1.2","1.1","1.5","1.1","0.9"
"Health care and social assistance  [62]",,"Number",,,,
,"Job vacancies 5","97,105","97,980","100,030","102,715","92,940"
,"Payroll employees 6 7","2,457,530","2,474,285","2,482,015","2,471,980","2,482,425"
,,"Percent",,,,
,"Job vacancy rate 8","3.8","3.8","3.9","4.0","3.6"
"Arts, entertainment and recreation  [71]",,"Number",,,,
,"Job vacancies 5","5,175","8,850","8,280","6,390","7,580"
,"Payroll employees 6 7","358,200","378,425","367,385","354,925","335,870"
,,"Percent",,,,
,"Job vacancy rate 8","1.4","2.3","2.2","1.8","2.2"
"Accommodation and food services  [72]",,"Number",,,,
,"Job vacancies 5","58,790","60,250","65,400","49,605","48,415"
,"Payroll employees 6 7","1,336,295","1,363,635","1,350,625","1,337,660","1,315,920"
,,"Percent",,,,
,"Job vacancy rate 8","4.2","4.2","4.6","3.6","3.5"
"Other services (except public administration)  [81] 9",,"Number",,,,
,"Job vacancies 5","26,195","23,605","26,140","23,625","19,660"
,"Payroll employees 6 7","583,325","584,300","580,010","580,235","577,755"
,,"Percent",,,,
,"Job vacancy rate 8","4.3","3.9","4.3","3.9","3.3"
"Public administration  [91] 10",,"Number",,,,
,"Job vacancies 5","10,805","13,285","11,165","11,210","12,515"
,"Payroll employees 6 7","606,915","614,610","616,530","598,075","590,040"
,,"Percent",,,,
,"Job vacancy rate 8","1.7","2.1","1.8","1.8","2.1"
>>>>>>> e0e6dc75488c19b30ce8d4b3f5bf1dda799d4903


